Updating build index: /Users/runner/conda/conda-bld

TEST START: /var/folders/24/8k48jl6d249_n_qfxwsl6xvm0000gn/T/tmpu3h6a67r/noarch/eukulele-1.0.6-pyh723bec7_0.tar.bz2
    r-colorspace:                 2.0_1-r36h28b5c78_0           conda-forge                                                        
    r-crayon:                     1.4.1-r36hc72bb7e_0           conda-forge                                                        
    r-desc:                       1.3.0-r36hc72bb7e_0           conda-forge                                                        
    r-diffobj:                    0.3.4-r36h28b5c78_0           conda-forge                                                        
    r-digest:                     0.6.27-r36h9951f98_0          conda-forge                                                        
    r-ellipsis:                   0.3.2-r36h28b5c78_0           conda-forge                                                        
    r-evaluate:                   0.14-r36h6115d3f_2            conda-forge                                                        
    r-fansi:                      0.4.2-r36h28b5c78_0           conda-forge                                                        
    r-farver:                     2.1.0-r36h9951f98_0           conda-forge                                                        
    r-ggplot2:                    3.3.3-r36hc72bb7e_0           conda-forge                                                        
    r-glue:                       1.4.2-r36h066c5db_0           conda-forge                                                        
    r-gtable:                     0.3.0-r36h6115d3f_3           conda-forge                                                        
    r-isoband:                    0.2.4-r36h9951f98_0           conda-forge                                                        
    r-jsonlite:                   1.7.2-r36h066c5db_0           conda-forge                                                        
    r-labeling:                   0.4.2-r36h142f84f_0           conda-forge                                                        
    r-lattice:                    0.20_44-r36h28b5c78_0         conda-forge                                                        
    r-lifecycle:                  1.0.0-r36hc72bb7e_0           conda-forge                                                        
    r-magrittr:                   2.0.1-r36h066c5db_1           conda-forge                                                        
    r-mass:                       7.3_54-r36h28b5c78_0          conda-forge                                                        
    r-matrix:                     1.3_3-r36hc2c5f09_0           conda-forge                                                        
    r-mgcv:                       1.8_35-r36hc2c5f09_0          conda-forge                                                        
    r-munsell:                    0.5.0-r36h6115d3f_1003        conda-forge                                                        
    r-nlme:                       3.1_141-r36haf69682_1         conda-forge                                                        
    r-pillar:                     1.6.1-r36hc72bb7e_0           conda-forge                                                        
    r-pkgconfig:                  2.0.3-r36h6115d3f_1           conda-forge                                                        
    r-pkgload:                    1.2.1-r36h9951f98_0           conda-forge                                                        
    r-praise:                     1.0.0-r36h6115d3f_1004        conda-forge                                                        
    r-processx:                   3.5.2-r36h28b5c78_0           conda-forge                                                        
    r-ps:                         1.6.0-r36h28b5c78_0           conda-forge                                                        
    r-r6:                         2.5.0-r36hc72bb7e_0           conda-forge                                                        
    r-rcolorbrewer:               1.1_2-r36h6115d3f_1003        conda-forge                                                        
    r-rcpp:                       1.0.6-r36h815b84a_0           conda-forge                                                        
    r-rematch2:                   2.1.2-r36h6115d3f_1           conda-forge                                                        
    r-rlang:                      0.4.11-r36h28b5c78_0          conda-forge                                                        
    r-rprojroot:                  2.0.2-r36hc72bb7e_0           conda-forge                                                        
    r-rstudioapi:                 0.13-r36hc72bb7e_0            conda-forge                                                        
    r-scales:                     1.1.1-r36h6115d3f_0           conda-forge                                                        
    r-testthat:                   3.0.2-r36h9951f98_0           conda-forge                                                        
    r-tibble:                     3.1.2-r36h28b5c78_0           conda-forge                                                        
    r-utf8:                       1.2.1-r36h28b5c78_0           conda-forge                                                        
    r-vctrs:                      0.3.8-r36h28b5c78_1           conda-forge                                                        
    r-viridislite:                0.4.0-r36hc72bb7e_0           conda-forge                                                        
    r-waldo:                      0.2.5-r36hc72bb7e_0           conda-forge                                                        
    r-withr:                      2.4.2-r36hc72bb7e_0           conda-forge                                                        
    readline:                     7.0-hcfe32e1_1001             conda-forge                                                        
    scipy:                        1.3.1-py37hab3da7d_2          conda-forge                                                        
    seaborn-base:                 0.11.2-pyhd8ed1ab_0           conda-forge                                                        
    sepp:                         4.5.1-py37_0                  bioconda                                                           
    setuptools:                   58.4.0-py37hf985489_1         conda-forge                                                        
    six:                          1.16.0-pyh6c4a22f_0           conda-forge                                                        
    sqlite:                       3.28.0-h9721f7c_0             conda-forge                                                        
    suitesparse:                  5.10.1-h7aff33d_1             conda-forge                                                        
    tapi:                         1100.0.11-h9ce4665_0          conda-forge                                                        
    tbb:                          2021.4.0-h940c156_1           conda-forge                                                        
    tk:                           8.6.11-h5dbffcc_1             conda-forge                                                        
    tktable:                      2.10-h49f0cf7_3               conda-forge                                                        
    tornado:                      6.1-py37h271585c_2            conda-forge                                                        
    ujson:                        4.2.0-py37hd8d24ac_1          conda-forge                                                        
    wheel:                        0.37.0-pyhd8ed1ab_1           conda-forge                                                        
    xz:                           5.2.5-haf1e3a3_1              conda-forge                                                        
    yaml:                         0.2.5-haf1e3a3_0              conda-forge                                                        
    zlib:                         1.2.11-h9173be1_1013          conda-forge                                                        
    zstd:                         1.5.0-h582d3a0_0              conda-forge                                                        

Preparing transaction: ...working... done
Verifying transaction: ...working... done
Executing transaction: ...working... done
